""	"textOriginal"
"4974"	"Pak Gubernur agak takut di tanya oleh mas nya ,,,😂"
"4975"	"Pak gubernur favorit ku."
"4976"	"Pak gubernur ini sdh tua tp emosianal....😂😀"
"4977"	"Pak gubernur kapan jalan di desa loa buah yg gk jauh2 amat dari rumah anda di perbaiki??? 
Terlepas itu kewajiban pemkot atau pemprov?? 
Kasian warga mu"
"4978"	"Pak gubernur kayanya nga bisa kontrol emosi 🤣🤣🤣"
"4979"	"Pak Gubernur kelihatan sangat emosional menghadapi Tim Mata Najwa"
"4980"	"pak gubernur kok kesannya seperti di introgasi penyidik kpk sih, kan tanyanya biasa aja kyknya,.... ah sudahlah"
"4981"	"Pak gubernur ngotot untuk ibu kota baru,,,
Tapi tidak sedikitpun berpihak untuk rakyatnya sendiri 😭"
"4982"	"Pak gubernur,BPK hanya melihat dari peta, kasihanilah kami yg ada di titik nol x,nenek moyang kami sdh ada di pemaluan sejak dahulu,,"
"4983"	"Pak Gubernurnya kenapa defensif dah? Kalo bersih kenapa harus risih Pak"
"4984"	"Pak isran is the best tegas dan tegas utk IKN,
najwa no way"
"4985"	"Pak jokowi jgn teruskan pembangunan ibu kota baru..rakyat udah tercekek dgn kehidupan harga barang2 naik semuanya..listrik,PDAM, minyak,beras,gula,kopi,bawang,garam,sampai2 gak ada satu barang pun yg tidak naik harganya...ok jokowi jadi presiden mau meringankan beban rakyat atau mau menyengsarakan rakyat..mana janji nya waktu kampanye pemilu..setelah jdi janjinya BOHONG belaka."
"4986"	"Pakai akal sehat saja bagi masyarakat yg tanahnya kena kawasan proyek, mereka dapat rezeki yg ganti untung yg tinggi sekali."
"4987"	"Paling asbun ikn. Mana tu 11 ribu triliun dan kereta cepat jkt bndung"
"4988"	"Paling Setuju Pindah ke Kalimantan"
"4989"	"Pandiiir pak aeey.... Disana itu org mayoritas suku Paser salah-salah pandir hidung bs bepindah ke jidat 😂😂"
"4990"	"Panik kai 😂😂 semangat terus ya"
"4991"	"pantesan gubernur bupatinya pada masuk bui kpk.bentar lagi bakal nyusul nikh"
"4992"	"Para cebong seneng di tempat banjir"
"4993"	"Para onta gurun panik kalau ibu kota pindah ,karna Mereke tidak bisa jualan ayat dan mayat di kaltim"
"4994"	"Para pejabat pastinya akan tunduk KPD atasan nya....tapi masyarakat belum tentu setuju ..apalagi yg terdampak ...jadikanlah Kalimantan sebagai paru2 dunia..."
"4995"	"Parah gubernurnya , aduh aduh aduh gusti"
"4996"	"Parah nih Najwa lama2 jadi kayak Kadrun ... yg ditanya Gubernur bukan Gabener ...
Wartawan Tim Mata Najwa kok gak cek n recek sih...?
Cmon lah ... lu punya resource tapi kok nanyanya kayak uneducated gitu ya???
😂😂😂
Parah ... parah"
"4997"	"Paru paru dunia kok mau d jadikan tempat memindahkan masalah yang kompleks. Kalimantan cocok jadi paru paru dunia, bukan untuk ekploitasi semata."
"4998"	"Paru paru dunia mulai di grogoti bagaimana kesehatan untuk Menghirup Udara yang segar di persempit"
"4999"	"PARU PARU DUNIA...LALU Bagaimana jadi nya jika Pohon ilang dan Lenyaaap..ehmmm"
"5000"	"Paru Paru Udara...ehmm..gimana next nya ya Kalimantan...Kasihan Pohonya"
"5001"	"Paru2 dunia akan hancur ...dampaknya akan luar biasa....pasti pemanasan global akan semakin menggila...permukaan laut akan meningkat...."
"5002"	"Paser belum ada bangunannya aja banjir mulu"
"5003"	"Pasti bagi2 proyek ini"
"5004"	"PASTI BANJIR DARAH....KARNA MENURUT SEJARAH SETIAP KERJA SAMA DGN NEGARA KOMUNIS BANJIR DARAH PERANG SAUDARA....1948 MUSO KOMUNIS UNISOPIET..1965 AIDIT DGN KOMUNIS CINA TIONGKOK ..SEKARANG LAGI BAHKAN KEBIH BERBAHAYA JEBAKAN HUTANG DAN UNDANG UNDANG UMNIBUSLOW YG BEBASKAN TKA CINA TIONGKOK YG TEGAP TEGAP RIBUAN BAHKAN JUTAAN LAYAKNYA TENTARA MERAH KOMUNIS TIONGKOK...RAPATKAN BARISAN UMAT ISLAM ..TUNGGU KOMANDO JIHAD DARI ULAMA....TAKBIIRR"
"5005"	"Pasti banjir tar, apalagi hutan dikurangi. Ibu kota banjir ko pindah bukannya nyari solusi untuk mengurangi banjir. Seperti menghindar dari tanggung jawab 🤔"
"5006"	"Pasti banyak pertimbangan, salah staunya macet dan padat penduduk."
"5007"	"Pasti mangkrak,tak ubah Bandara Lingkarjati jawa barat.Kalo masalah banjir ALLAH ciptakan air itu untuk cadangan air tanah 1 tahun."
"5008"	"Pasti yg di salahkan anis lagi wkwkwkw"
"5009"	"Pastilah yg paling senang adlh bpk gubernur. Yg paling susah orang utan dkk. Klo skrg kawasan hutan saja sdh banjir, bagaimana klo sdh dibangun hutan beton di sana? Klo skrg utang buat bangunnya, lalu siapa yg akan bayar nantinya?"
"5010"	"Patut diduga gubernurnya org PDIP x ya..."
"5011"	"Pdhl prnh denger2 ibukota mau pindah ke Subang, msh sepi, agak jauh dr pantai, bkn daerah banjir."
"5012"	"Pdi partai nya wong cilik..KATANYA...ITU KATANYA
jangan di tertawai ya guys.."
"5013"	"Pea bgt y g jlas d jwab'y jgn harap kalimatan jdin ibukota"
"5014"	"Peduli apa yang penting potong pita."
"5015"	"Pejabat hanya memikirkan uang demi memperkaya diri sendiri"
"5016"	"Pembangun ibu kota baru ok, tatabgan pasti banjir , air pasang, angin puting beliung, lingkungan dll, yg perting perencanaan ( master plan) benar 2 mantap, gk kayak gabener kadrun di DKI, bagus mbak Nana ke lapangan, sosialisasi pasti ada nanti oleh tim/konsultan, yg penting kesediaan rakyat yg penting setuju, jadi mbak Nana jgn kayak kadrun gk bisa maju, lahan negara gratis mbak"
"5017"	"Pembohongan n kmunafikan pejabat trhdp rakyat d klimantan mulai d tnjukn Allah Swt.... Waspadahlah apa yg trjdi dgn nasib rakyat d klimantan klw IKN jdi."
"5018"	"Pemborosan dn sampai tahun pelunasan hutang negara"
"5019"	"Pemerataan macet, kepadatan penduduk nya, parah banjir dan kerusakan terhadap lingkungan nya ya biar di Kalimantan juga merasakan apa yg dirasakan oleh jawa?"
"5020"	"Pemerintah ambisius,jangan2 nanti serba sewa gedungnya ke china."
"5021"	"pemerintah enaksaja buat proyek , dipikiran mereka cuma bangun2 masalah hasil bodo amat yg penting jadi.
ngomongnya buat ekonomi ,faktanya negara terbebani akibat ambisi pemerintah dan terpaksa melepas saham2 proyek yg telah selesai dengan harga murah ,untuk menutupi beban negara."
"5022"	"Pemerintah mau membangun ibukotta baru pasti sudah dipikir matang dan ada ahli dalam menggarap semua  pasilitas termasuk sanitasi tata kota udah ada pakarnya bro"
"5023"	"Pemerintah memang buang2 uang saja dan membuat menderita rakyat."
"5024"	"PEMERINTAH PERKOSA KALIMANTAN"
"5025"	"Pemerintah tinggal meningkatkan kualitas partisipasi warga lokal sekitar IKN"
"5026"	"Pemerintah yang kacau yang hanya  memikirkan pembangunan infrastruktur masa kini, tanpa berpikir pembangunan kemanusian dan ekologi. mereka akan mati dan mewarisi penderintaan bagi bangsa ini.."
"5027"	"Pemerintahan apa ini...
Merusak paru2 dunia khususnya indonesia.
Ampunn saya dengan pemerintah saat ini."
"5028"	"Pemerintahan yang buruk jika pemerintah membuat ibukota baru. Kan sgt
Jelas persoalannya yaitu bahwa rezim ini sudah gagal dalam amanat konstitusi yaitu utk mencerdaskan bangsa dan mensejahterakan rakyat,tapi ibukota yang dipindahkan..?
Alasan nya apa..? Jika alasannya banjir dan macet ,kan saat ini pak Anies sudah terlihat mampu menanggulangi persoalan macet dan banjir ,apalagi jika pemerintah pusat bersinergi dgn gubernur DKI pasti cepat Selesai tuh.bisa jadi pemerintah mau lari dari masalah tuh."
"5029"	"Pemeritah nya ga punya pikiran"
"5030"	"Pemimpin arogan kek gini ko masih d pilih ya"
"5031"	"Pemimpin kok gitu bicaranya hadech"
"5032"	"Pemimpin rakus korban kan Alam korban segala hal demi segalanya sudah tahu Kalimantan sebuah icon dunia dalam porest nya dan kekayaan alam nya serta keindahan nya gubernur nya jual kepala rakyat."
"5033"	"Pemimpin yang tidak mau mendengarkan rakyatnya, menormalkan kekhawatiran masyarakat sbg hal yang biasa karena sesuatu yang besar akan berubah, menormalkan banjir sebagai sesuatu hal yang biasa, padahal kita semua tau masalah banjir adalah perusakan hutan besar2an yg berakibat ke climate change ini. Ingin meningkatkan ekonomi, tapi merusak alam adalah tipe ekonomi yang tidak sustainable dan tidak ramah lingkungan."
"5034"	"Pemindahan ibu kota ....hutan kalimantan akan habis kelak.
Kerena pembangunan pemukiman dan bisnis akan melebar"
"5035"	"Pemindahan ibu kota buang2anggaran dan untuk mencari keuntungan pribadi"
"5036"	"Pemindahan Ibu Kota bukan solusi. Solusinya adalah penataan kota dengan sistem drainase yang integral sehingga dampak banjir bisa diminimalisir/dikendalikan. Jangan jangan pemindahan ibu Kota ada udang dibalik batu."
"5037"	"Pemindahan ibu kota indonesia tdk termuat dlm visi misi capres jokowi tp kenapa ngotot direalisasikan?utk kepentingan siapa?karna rakyat ga pernah meminta 👎👎👎"
"5038"	"Pemindahan Ibu kota Untuk Masyarkat/Rakyat atau Untuk Mata Sipit"
"5039"	"Pemindahan ibukota sudah terjadi sejak kerajaan Mataram Kuno dipindah ke Jawa Timur akibat erupsi merapi. Dan dibawah kerjaan medang Jawa semakin ditakuti dunia luar. Lanjutkan pak pindahkan saja ibukota"
"5040"	"Pemindahan ibukots baru berarti tang dibangun iatana presiden dan kantor kementerian bukan rumah transmigrasi. Harus bisa diawasi masyarakat."
"5041"	"Pemindan ibukota menghindari banjir, ternyata calon ibukota baru juga banjir. Sementara Jakarta sudah mulai tidak banjir. Bagaimana ini Amdalnya ?"
"5042"	"Penanyanya sperti Provokator.. 
Sebatas Nanya MANCING2 MASALAH
Seakan Bertanya Ingin Mengulang.. 
Seakan Memancibg Kekawatiran.. 
Jangan2 Sekelompok... 
TIDAK INGIN INDONESIA MAJU
TIDAK INGIN KALIMANTAN MAJU
Seakan Cari2 Celah KESALAHAN.. 
BUKAN SOLUSI MASA DEPAN
BUKAN demi KESEJAHTERAAN RAKYAT"
"5043"	"Penataan dan pembangunan wilayah kosong seperti daerah IKN  menjadi sangat maksimal  konsepnya dan infrastrukturnya mulai jalan, irigasi, tanggul sungai, bandungan dll bisa di atur kedalamannya dan kelebarannya tanpa batas dan tanpa penggusuran. sehingga diskusi soal banjir\"  di daerah kosong IKN bukan hal yg perlau di risaukan. diskusi itu hanya diskusi kurang tajam dan cerdas saja. Contoh seperti di cina membangun jln di wilayah kosong gk tanggung\" lebar jalan langsung 20-30 meter, artinya soal kemacetan sudah tidak ada masalah di kemudian hari. Jgn seperti kita di indonesia setiap tahun bongkar trotoar untuk pelebaran jalan bayangkan sj berapa kerugian negara setiap tahun. Tks"
"5044"	"PENGEN TAU NARASI TV USUL PIDAH KEMANA?? IBU KOTA KITA??? DAN BAGAIMANA KONSEPNYA??"
"5045"	"PENGESAHAN RUU IKN GK BEDA JAUH POLANYA SAMA PENGESAHAN RUU KTN.. PENGALIHAN ISU - RAPAT HANTU - TAU-TAU GERCEP SAH!!

SEBELUM MENUNGGU JAKARTA TENGGELAM 50 TAHUN LAGI, KALIMANTAN AKAN MENJADI THE NEXT PROVINSI BANJIR 50 TAHUN LAGI, THE NEXT HILANGNYA HUTAN DUNIA 50 TAHUN LAGI.... APA KABAR ANAK CUCU BANGSA INI? JIKA TERUS TERUSAN DIJUAL ASET NEGARA SAMA ANAK-ANAK DURHAKA! MEGA,BUSUK,PUAN! BONEKA GK PERLU DISEBUTIN...

SALAM HANGAT BUAT PARA HANTU PKI 🙏😊

SALAM KIAMAT SUDAH DEKAT."
"5046"	"Pengorbanan masyarakat  , itu omongan orang yang tidak jadi korbannya...."
"5047"	"PENGUASA YG OTORITER , SUARA MASYARAKAT DI ANGGAB ANGIN LALU ...saya cuma mo bilang :

\"Sak karep mu ....!"
"5048"	"Penjelasan dari bapak tadi mengerikan karena berapa juta meter kubik air dari lahan IKN yg sudah tidak bisa menampung dan menahan air mau di kemanakan, akankah pemukiman di sekitar IKN akan  dsapu bersih banjir bandang luapan air dari IKN  semoga ini masuk dalam kajian Amdal."
"5049"	"Penjilat, penghinat tdk pny yg namanya rasa kepedulian & hati nurani. Tdk pny rasa kbangsaan & kemanusiaan."
"5050"	"Percuma jadi walikota kalau belum bisa memastikan masyarakat nya aman"
"5051"	"Percuma pindah sanaa Sini Banjir"
"5052"	"percumaa ngomong sama kai hahahah malah di omeli km 😂😂😂"
"5053"	"Perecanaan yg dipaksakan??????"
"5054"	"Perkara rakyat setuju nggak setuju, nggak ngurus ya ❓"
"5055"	"perlu dikaji kalo bgtu .banjir dimana mana .menunjukkan jawaban resiko banjir punya resiko besar thd banjir .lalu apa beda sama jakarta😀😀"
"5056"	"PERMISI, NUMPANG TANYA.

APA GUBERNUR INI YANG BILANG KALO JOKOWI BAKAL MASUK SURGA TANPA DI HISAB KARENA PROYEK IKN?"
"5057"	"pernyataan gubernur sprti tidak peduli dan cuek terhadap masyarakat setempat.."
"5058"	"Pertama kali yg kupikir itu kalo di Kalimantan pohonnya gmn? Ga jd paru\" dunia lagi kah?"
"5059"	"Pertanda dr Allah.. biar kn la banjir..biar hanyut sekalian"
"5060"	"Pertanyaan yg menyudutkan, dan prokatif,ada kepentingan apa ya!"
"5061"	"Perusak hutan di rusak"
"5062"	"Perusakan paru paru dunia alam hutan kekayaan alam dikalimantan"
"5063"	"pikirannya cuma duiiit duiit cuaan cuaaaaaan proyek cuaaan asiiik."
"5064"	"Pilih satu ...di..antara ...
Dua....
1....calon kota baru 
Banjir....
2....kota jakarta ....TENGgelam..."
"5065"	"Pilih saya, kalo saya menjabat, saya akan mati2 an membela .....&:!372&2&:$:&&"
"5066"	"Pilihan ibu kota br sepertix memang tepat karna letakx yg d tengah2 NKRI & juga satu2x pulau d indonesia yg d huni lngsung dngan 3negara
Indonesia
Malaysia
Brunei
& g kalah hebatx pulau borneo indonesia pasti kelak jg akan bersaing dengan negara tetangga,dr segi pembangunan,ekonomi dll"
"5067"	"Pindah aja ibukota bersama buzzer dan cebong, munafikun, dan kafirun biar Jakarta aman dan gak macet"
"5068"	"Pindah aja kau ke Korea, di Indonesia mayoritas kadrun toLoL 🤣, abu janda aja kadrun 🤣🤣🤣"
"5069"	"Pindah aja sendiri gaes yg mau pindah, ga usah maksa-maksa pindah..."
"5070"	"Pindah dipulau reklamasi aja sayang dianggurin...."
"5071"	"Pindah ibu kota agar gak bisa di demo"
"5072"	"Pindah ibu Kota gegara banjir.. Skg malah sering banjir bandang di çalon tempat ibu kota baru kukukkuku"
"5073"	"Pindah ibu kota karena jakarta sering banjir,,,trus ibukota baru jg banjir....trus maksudnya gimana ibukota dipindqh dengan ratusan trilyun?.....BUZZER APBN Ayo serang"
"5074"	"Pindah ibukota, bukan keinginan presiden atau rakyat, tapi keinginan dalang utama yg membuat Jokowi jadi presiden.
Supaya kepentingan atau keberuntungan yang berpihak kepada oligark atau dalang tersebut.i, lebih mudah di kendalikan, dari lemahnya berbagai tatanan ibukota baru.
Begitulah analisa orang awam dan ndeso kaya saya 😁
mari kita masuk gorong-gorong bersama 🤣🤣🤣"
"5075"	"Pindah ke Kaltim , bgaimana dg aset gedung yg ada dijakarta, mau di jual ? Yg beli siapa ? Mkngkin orang asing"
"5076"	"Pindah ke palembang ajaaah ibu kota tanpa banjir . 😂😂"
"5077"	"pindah, lebih cepat lebih baik"
"5078"	"Pindahkan ibu kota RI ke papua sudah 😅😅"
"5079"	"Pindahnya ibu kota akan terjadi pembangunan infrastruktur,baik jalan, gedung pemerintahan, fasilitas,proyek besar tentu akan mengambil wilayah dan pastinya akan menggarap lahan,menebang hutan
Pertanyaan pertama siapa yang akan pindah ke sana??
Apakah seluruh pegawai negeri dipusat pemerintah akan pindah kesana, lebih dari 500.000 pegawai negeri pusat pemerintahan dibawah kementerian bagaimana caranya memindahkan sebanyak itu sedangkan tempat nya saja belum jadi,sarananya belum jadi, infrastruktur dan jalan, gedung' pemerintahan bagaimana selesai dalam 3Tahun??
Kondisi saat ini saja Kalimantan banyak tambang' ilegal, penebangan hutan liar, penggarapan hutan kebun sawit dan dampaknya terjadi banjir,apalagi jika ibukota akan dipindahkan disana,dan akan ada Mega proyek yang akan merusak lingkungan alam, menebang hutan"
"5080"	"Pindahnya ibu kota hanya sekedar mengikuti hawa napsu, berapa banyak anggaran yg dikeluarkan, sementara rakyat tambah miskin dan melarat."
"5081"	"Pinokio berotak udang."
"5082"	"Pinokio klo punya ambisi gak bisa di cegah.hantam kromo.pdhl warga tdk di libatkan dlm Mega proyek ibu kota baru"
"5083"	"Pintar sekali mengelaknya kalok lihat fakta ...pikiran beliou ini proyek besar jelas di depan mata apa lagi dapat perintah dr bapak presiden  tanpa fikir panjang pasti bilang siap .mohon maaf pak presiden kovit farian baru sudah masuk gelombang ke tiga padahal jelas butuh angaran bagimana ? penangananya bagaiman...... mengembalikan perekonomian rakyat terus bagaimana....masalah pendidikan bagaimana ....apa ngak kasihan rakyat ."
"5084"	"Pk gubernur boleh punya rencana yg udh d kondisikan bersama klompok ,tpi smga alloh  jg punya rencana sendiri dan pasti terbukti 🤲🤲🤲"
"5085"	"Pk gubernur ingatlah kita punya ap dan bisa apa yg 👃jangan terlalu bermimpi ,
Ingatlah murka alloh"
"5086"	"Pk guburnur ise siono kain paser balik yo tilo la,pemaluan diang la sepaku mene diang indonesia merdeka..tolong jawap ko pk guburnur.🙏🏻🙏🏻"
"5087"	"Plabuhan banjir"
"5088"	"Please pakk jangan tambah terus hutang negara, kasihinilah anak cucu bangsa indonesia,jagan mereka jadi korban kesalahan bapak dalam mengambil keputusan, ya Allah😭😭"
"5089"	"PNDAH IBU KOTA TARGET NGBSIN DUIT KAN KAYA UTANGNYA HNDRI BANJIR DKI TPI BANJIR JG MKIR DSAR PLONGA2 G CERDAS SIAP2 BKIN MSLAHBARU LIAT AJA ITU PREDIKSI SY  AMDAL HRUS DHTUNG2 DULU TPI Y ITU PLONGA2 G BISA MKIR Y ASAL PINDAH AKIBATNYA URUSAN BLKAG MANG GUE PKIRIN😆😭"
"5090"	"Point 1 
7:28-7:34 orang batu baranya di keruk terus, baru ngomongin lingkungan lambat mba"
"5091"	"pointnya disini bukan mau menentang pemindahan ibu kota, tapi cuma mau membuka fakta2 klo bakalan ada masyarakat yg akan terdampak saat pemindahan ibu kota. Tujuannya supaya pemerintah tdk lepas tangan sama kehidupan masyarakat yg terdampak, tetap diberikan bantuan untuk membantu kelangsungan hidup masyarakat di sana dan sebagainya. Kalo mba najwa ngga bikin konten ginian, pemerintah bisa seenaknya lepas tanggung jawab ke masyarakat sekitar, krna kita ngga tau keadaan disana kek gimana"
"5092"	"pointnya disini tuh bukan mau menentang pemindahan ibu kota, tapi cuma mau membuka fakta2 klo bakalan ada masyarakat yg akan terdampak saat pemindahan ibu kota. Tujuannya supaya pemerintah tdk lepas tangan sama kehidupan masyarakat yg terdampak, tetap diberikan bantuan untuk membantu kelangsungan hidup masyarakat di sana dan sebagainya. Kalo mba najwa ngga bikin konten ginian, pemerintah bisa seenaknya lepas tanggung jawab ke masyarakat sekitar, krna kita ngga tau keadaan disana kek gimana. Jangan berpikiran sempit lah anda2 ini"
"5093"	"Poitnnya klo pemilu jngn mau nyoblos karna embel\" duit atau apa🤣"
"5094"	"Pokoknya kalo KAI yang ngomong jadi malu2 serem pokoknya."
"5095"	"Potensi terbesar justru ladang korupsi baru lewat mega proyek untuk pembangunan.
Sekali lagi rakyat yg dikorbankan apabila hal ini terjadi"
"5096"	"Presiden : Sukarno = Proklamator
Pak Suharto = Bapak Pembangunan
Pak Habibie = BPK Habibie BPK Tecknokrat Indonesia.
Gus Dur bpk pluralism.
Megawati presiden..
SBY Presiden ...
JOKOWI Presiden lagi mencari Jati Diri......."
"5097"	"Presiden itu pro sama pengusaha2 tambang di sana, ngga tau ya? Mereka masuk di 1% org paling berkuasa di indonesia, presiden mah bisa disuruh2 sama pengusaha tambang batubara terbesar di kalimantan, jdi tambangnya bakal lebih lancar aman jaya. Biasalah, the power of billionaire. Liat aja nanti gimana kedepannya"
"5098"	"Presiden nya memang GK ngerti.."
"5099"	"Presidential treshold 0%"
"5100"	"Pro dan kontra …setuju dan tidak setuju…semua ada karena kondisi lapangan….hmmmm…Pengen ngetik panjang pake banget…tapi  yaaa gitu deh😂Mending para media datang deh ke Kalimantan terus….datang deh ke lokasi dimana yg dinyatakan kawasan hutan lindung dan di kelola oleh perusahaan conservasi maupun dikelola oleh pemerintah…semua akan terjawab bos✌🏻karena org yg hidup di sekitar hutan tidak menginginkan adanya kerusakan hutan…tapi kondisi yg disebabkan org rakus akan urusan dunia menyebabkan org kecil memilih untuk menerima yg tidak mereka inginkan.
Mereka pernah berharap dan berbangga karena adanya suatu hal yg mungkin bisa menjaga apa yg mereka jaga…tapi harapan tersebut di hancurkan dengan fakta yg ada."
